store_nbr,family,n_days,mean,median,std,min,max,skewness,kurtosis,cv,adi,cv2,category
1,AUTOMOTIVE,1463,3.251187648456057,3.0,2.7587851065415494,0.0,19.0,1.3949084931766542,2.9442555991623447,0.8485468708652084,1.1510594668489404,0.49430315438231365,Erratic
1,BABY CARE,0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,No Sales
1,BEAUTY,1430,2.4085510688836105,2.0,1.8983861230253072,0.0,12.0,1.0122928909913174,1.4070786714180867,0.7881859541043669,1.1776223776223775,0.3767037118670818,Smooth
1,BEVERAGES,1678,1587.7488123515438,1674.0,726.6542078156014,0.0,5051.0,0.17687222856593074,-0.7213023766735223,0.45766320350063977,1.0035756853396902,0.20514638358251683,Smooth
1,BOOKS,127,0.12529691211401425,0.0,0.5364185533119248,0.0,8.0,6.492349479593747,58.38667673672869,4.281179320226424,13.259842519685039,0.457671660013736,Intermittent
1,BREAD/BAKERY,1678,338.4751828165083,357.8425,111.25324332666277,0.0,745.513,-0.5646689651836405,-0.21353213767359414,0.32868951395661367,1.0035756853396902,0.10408892201290246,Smooth
1,CELEBRATION,999,9.96793349168646,6.0,33.22556849277053,0.0,1306.0,35.26906666397131,1371.8088970667202,3.3332454030866425,1.6856856856856857,6.184331587451581,Lumpy
1,CLEANING,1678,640.4542755344418,677.0,218.0259544019558,0.0,1659.0,-0.5320587619480279,0.4291199162302104,0.3404239189748224,1.0035756853396902,0.11191259504506938,Smooth
1,DAIRY,1678,626.1009501187649,671.0,211.0939789675251,0.0,1225.0,-0.37027640245092797,-0.5615709226043601,0.3371564584387639,1.0035756853396902,0.10970651614584136,Smooth
1,DELI,1678,122.94363306769596,127.421,41.15721417628334,0.0,269.448,-0.28166158258520124,0.020572926879904863,0.33476490932463615,1.0035756853396902,0.10810530860837254,Smooth
1,EGGS,1678,140.44299287410925,149.0,37.527610795790466,0.0,246.0,-0.6976506046290771,0.27177310034531077,0.26720885127506777,1.0035756853396902,0.06758322850074647,Smooth
1,FROZEN FOODS,1678,129.40996673396674,111.41999999999999,172.44901056310678,0.0,5608.718,20.52023357215443,609.6595430960515,1.3325790502387236,1.0035756853396902,1.7658770192262572,Erratic
1,GROCERY I,1678,2223.172802850356,2283.5,779.0539388364643,0.0,9065.0,0.6478503542007352,5.960795439540423,0.3504243744963413,1.0035756853396902,0.11879677700751726,Smooth
1,GROCERY II,1671,21.842636579572446,20.0,13.625402839902966,0.0,150.0,1.876356974767447,9.560506087031383,0.6237984498639622,1.0077797725912627,0.37840086081690766,Smooth
1,HARDWARE,1160,1.5997624703087887,1.0,1.6756322423232186,0.0,13.0,1.4471194498437392,3.031593962573532,1.0474256474790034,1.4517241379310344,0.4445585307972835,Intermittent
1,HOME AND KITCHEN I,1158,14.84916864608076,10.0,24.109825034710177,0.0,711.0,15.15650126900435,414.05307901726457,1.6236481386754265,1.454231433506045,1.5004501997391593,Lumpy
1,HOME AND KITCHEN II,1153,12.942992874109263,7.0,17.316813999685728,0.0,269.0,4.27188613025186,43.88580722576239,1.337929655588993,1.4605377276669558,0.9102935244933561,Lumpy
1,HOME APPLIANCES,416,0.33788598574821854,0.0,0.6843790092711177,0.0,6.0,2.5760020840825977,9.125277702444627,2.0254731954335066,4.048076923076923,0.2604853576455601,Intermittent
1,HOME CARE,1043,100.98693586698337,127.0,89.23445762654273,0.0,805.0,0.31175677292634385,0.8754610458345145,0.8836237762792978,1.6145733461169702,0.10294833139807001,Intermittent
1,LADIESWEAR,1010,9.403206650831354,8.0,9.667857668721835,0.0,51.0,0.708009441456001,-0.18382831837038216,1.0281447623868756,1.6673267326732673,0.23376037358946958,Intermittent
1,LAWN AND GARDEN,1617,9.00771971496437,8.0,7.558281062187817,0.0,105.0,3.1015079910729946,25.659937317925444,0.8390892812519782,1.04143475572047,0.6362722797244555,Erratic
