store_nbr,family,n_days,mean,median,std,min,max,skewness,kurtosis,cv,adi,cv2,category
1,AUTOMOTIVE,1463,3.251187648456057,3.0,2.7587851065415494,0.0,19.0,1.3949084931766542,2.9442555991623447,0.8485468708652084,1.1510594668489404,0.4943031543823136,Erratic
1,BABY CARE,0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,No Sales
1,BEAUTY,1430,2.4085510688836105,2.0,1.8983861230253072,0.0,12.0,1.0122928909913174,1.4070786714180867,0.7881859541043669,1.1776223776223775,0.3767037118670818,Smooth
1,BEVERAGES,1678,1587.7488123515438,1674.0,726.6542078156014,0.0,5051.0,0.1768722285659307,-0.7213023766735223,0.4576632035006397,1.0035756853396902,0.2051463835825168,Smooth
1,BOOKS,127,0.1252969121140142,0.0,0.5364185533119248,0.0,8.0,6.492349479593747,58.38667673672869,4.281179320226424,13.25984251968504,0.457671660013736,Intermittent
1,BREAD/BAKERY,1678,338.4751828165083,357.8425,111.25324332666275,0.0,745.513,-0.5646689651836405,-0.2135321376735941,0.3286895139566136,1.0035756853396902,0.1040889220129024,Smooth
1,CELEBRATION,999,9.96793349168646,6.0,33.22556849277053,0.0,1306.0,35.26906666397131,1371.8088970667202,3.3332454030866425,1.6856856856856857,6.184331587451581,Lumpy
1,CLEANING,1678,640.4542755344418,677.0,218.0259544019558,0.0,1659.0,-0.5320587619480279,0.4291199162302104,0.3404239189748224,1.0035756853396902,0.1119125950450693,Smooth
1,DAIRY,1678,626.1009501187649,671.0,211.0939789675251,0.0,1225.0,-0.3702764024509279,-0.5615709226043601,0.3371564584387639,1.0035756853396902,0.1097065161458413,Smooth
1,DELI,1678,122.94363306769596,127.421,41.15721417628334,0.0,269.448,-0.2816615825852012,0.0205729268799048,0.3347649093246361,1.0035756853396902,0.1081053086083725,Smooth
